2.46828 2.13958
2.61851 2.54051
2.58651 2.38357
2.57084 2.43204
2.75396 2.62849
1.16088 1.18404
2.81641 1.30568
2.23876 1.89232
1.86289 1.17545
1.39745 2.31011
2.36396 1.11567
2.45601 2.09526
1.71086 2.11342
1.79276 1.98561
2.56204 2.00007
2.79433 1.81285
1.87122 1.44534
2.67768 1.29141
2.24392 1.40352
1.0586 2.28958
1.24352 1.85461
2.75714 2.78371
2.67728 2.19239
1.47015 1.68168
2.46134 1.90627
1.12494 2.24397
2.67926 1.34334
1.95605 1.10899
1.81212 2.18542
2.65945 2.44037
2.7644 1.97041
1.25642 2.44694
2.15921 2.46855
2.74606 1.98805
1.80444 1.85646
2.30689 2.69275
1.79002 2.48356
2.27985 1.84655
2.63098 1.53551
2.04885 1.22478
1.38095 1.10663
2.27689 2.25624
1.39477 1.33903
2.40676 1.63673
2.76763 1.8936
1.41486 2.36948
2.71529 1.96969
2.51232 2.06945
2.68391 1.53576
2.41706 1.01814
1.25511 2.08641
1.2346 1.91168
2.60176 2.21185
1.17917 1.76463
2.02214 2.61086
1.74985 1.8633
1.5574 2.04648
1.48046 1.04557
1.79473 1.21647
2.12636 2.65573
1.91634 2.74119
1.14368 2.62821
1.51709 1.67109
2.62791 1.89124
1.71033 1.31826
2.28419 2.39947
2.02731 2.2879
1.43647 2.45363
1.42568 2.0691
1.22794 2.42587
2.42637 2.64372
2.02261 2.39718
2.58971 1.475
1.82196 2.36077
2.43172 1.74773
2.03499 2.13228
1.80252 2.63558
1.19446 1.78698
2.45149 1.06381
2.34405 2.57733
2.0784 1.00194
2.15064 2.01084
1.09259 1.40762
1.02984 1.69787
1.64593 2.80992
1.63915 1.43419
1.83068 1.99941
2.27884 1.09053
1.50624 1.78474
1.84466 1.06473
1.9821 1.65093
2.51478 1.00525
2.57746 1.02925
2.24746 2.07636
2.56985 2.08548
1.89328 1.04938
1.81472 1.86437
2.41776 1.93139
1.39175 2.31227
2.22987 1.2936
