1.9293 1.08014
2.7 2.71666
1.13796 1.95826
2.04322 1.01174
1.45322 2.10937
2.54939 2.07664
2.71437 2.99578
1.6544 1.93259
1.60897 1.69836
2.31876 2.61449
3.15538 2.69873
1.79305 1.14417
2.47968 2.61665
2.71251 2.08202
2.46533 3.13913
2.98813 1.16944
2.84337 2.62257
1.4622 1.11149
2.53427 2.49889
3.16814 2.27416
1.33324 2.10604
3.0098 2.3879
1.36903 2.04974
2.30258 1.04262
1.47073 1.99709
3.16144 1.57219
1.4706 2.18654
2.99839 1.1103
3.11802 1.18945
1.11731 1.87173
1.71147 2.5437
2.82957 1.10255
2.1335 2.67983
2.41667 2.76473
2.48512 3.10271
2.30127 2.26407
1.65842 1.40738
1.76579 2.48586
2.6622 1.41203
2.75411 1.12415
3.05749 2.11486
2.49542 2.60643
2.13227 2.64942
2.96104 2.49968
1.72366 1.06396
2.56647 1.18818
2.72946 2.53461
1.70451 1.03621
2.50101 2.14082
1.59564 1.85866
2.39069 2.7426
1.60978 1.2842
2.22573 1.81098
1.183 2.06441
1.67638 1.34122
1.85461 2.37748
2.01726 1.4808
2.15358 1.19598
1.91891 1.01831
1.59953 1.2538
1.48748 2.97301
2.27647 1.77117
2.87086 2.58572
2.20154 3.08381
1.25698 2.9281
1.77826 1.78665
2.25097 3.05173
1.58247 1.19361
2.58123 2.30519
1.34352 3.07273
3.05534 1.78954
1.51538 1.19386
2.17746 1.09433
3.05743 2.91063
1.79215 1.19023
2.56322 3.07959
1.04562 2.31838
1.44336 2.86366
1.13875 2.44404
2.01436 1.94491
3.06066 1.21168
3.13428 1.78555
2.98292 2.14568
2.74911 1.36116
1.94076 1.44954
1.0778 2.45321
2.7706 1.86896
1.30218 2.40253
1.07586 1.96614
1.95805 1.38272
2.99385 1.84915
2.19098 2.46213
1.63752 2.14472
1.13452 3.0008
1.9458 3.15332
1.63045 1.09429
2.73861 1.74825
1.17432 3.00245
1.67805 2.4928
1.9995 2.78263
